"*For any cells that have more than one value, please use a pipe (|) to separate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REQUIRED ,REQUIRED ,REQUIRED ,REQUIRED ,REQUIRED ,REQUIRED ,REQUIRED: if additional volumes ,OPTIONAL: if additional volumes,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,,,,,,,,,,
Title,Unique identifier,Link to digitized copy,Creator,Date,Place of publication and publisher,URL ,Label,Contributing author(s),Alternate title,Date digitized,Edition,Extent,Series,Description,Table of Contents,Provenance,Language,Subject,Spatial coverage,Temporal coverage,Relation,Rights,Bibliographic citation,,,,,,,,,,
みづゑ 第25号 / Mizue No.25,00068461,http://mizue.bookarchive.jp/sassi/sassi_25.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1907-06-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第26号 / Mizue No.26,00068463,http://mizue.bookarchive.jp/sassi/sassi_26.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1907-07-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第27号 / Mizue No.27,00068465,http://mizue.bookarchive.jp/sassi/sassi_27.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1907-08-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第28号 / Mizue No.28,00068467,http://mizue.bookarchive.jp/sassi/sassi_28.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1907-09-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第29号 / Mizue No.29,00068469,http://mizue.bookarchive.jp/sassi/sassi_29.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1907-10-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第30号 / Mizue No.30,00068471,http://mizue.bookarchive.jp/sassi/sassi_30.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1907-11-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第31号 / Mizue No.31,00068473,http://mizue.bookarchive.jp/sassi/sassi_31.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1907-12-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第32号 / Mizue No.32,00068475,http://mizue.bookarchive.jp/sassi/sassi_32.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-01-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第33号 / Mizue No.33,00068477,http://mizue.bookarchive.jp/sassi/sassi_33.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-02-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第34号 / Mizue No.34,00068479,http://mizue.bookarchive.jp/sassi/sassi_34.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-03-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第35号 / Mizue No.35,00068481,http://mizue.bookarchive.jp/sassi/sassi_35.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-04-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第36号 / Mizue No.36,00068483,http://mizue.bookarchive.jp/sassi/sassi_36.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-04-18,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第37号 / Mizue No.37,00068485,http://mizue.bookarchive.jp/sassi/sassi_37.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-05-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第38号 / Mizue No.38,00068487,http://mizue.bookarchive.jp/sassi/sassi_38.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-06-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第39号 / Mizue No.39,00068489,http://mizue.bookarchive.jp/sassi/sassi_39.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-07-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第40号 / Mizue No.40,00068491,http://mizue.bookarchive.jp/sassi/sassi_40.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-08-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第41号 / Mizue No.41,00068493,http://mizue.bookarchive.jp/sassi/sassi_41.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-09-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第42号 / Mizue No.42,00068495,http://mizue.bookarchive.jp/sassi/sassi_42.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-10-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第43号 / Mizue No.43,00068497,http://mizue.bookarchive.jp/sassi/sassi_43.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-11-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第44号 / Mizue No.44,00068499,http://mizue.bookarchive.jp/sassi/sassi_44.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-11-18,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第45号 / Mizue No.45,00068501,http://mizue.bookarchive.jp/sassi/sassi_45.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1908-12-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第46号 / Mizue No.46,00068503,http://mizue.bookarchive.jp/sassi/sassi_46.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-01-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第47号 / Mizue No.47,00068505,http://mizue.bookarchive.jp/sassi/sassi_47.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-02-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第48号 / Mizue No.48,00068507,http://mizue.bookarchive.jp/sassi/sassi_48.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-03-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第49号 / Mizue No.49,00068509,http://mizue.bookarchive.jp/sassi/sassi_49.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-04-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第50号 / Mizue No.50,00068511,http://mizue.bookarchive.jp/sassi/sassi_50.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-05-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第51号 / Mizue No.51,00068513,http://mizue.bookarchive.jp/sassi/sassi_51.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-06-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第52号 / Mizue No.52,00068515,http://mizue.bookarchive.jp/sassi/sassi_52.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-07-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第53号 / Mizue No.53,00068517,http://mizue.bookarchive.jp/sassi/sassi_53.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-08-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第54号 / Mizue No.54,00068519,http://mizue.bookarchive.jp/sassi/sassi_54.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-09-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第55号 / Mizue No.55,00068521,http://mizue.bookarchive.jp/sassi/sassi_55.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-10-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第56号 / Mizue No.56,00068523,http://mizue.bookarchive.jp/sassi/sassi_56.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-11-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第57号 / Mizue No.57,00068525,http://mizue.bookarchive.jp/sassi/sassi_57.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1909-12-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第58号 / Mizue No.58,00068527,http://mizue.bookarchive.jp/sassi/sassi_58.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-01-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第59号 / Mizue No.59,00068529,http://mizue.bookarchive.jp/sassi/sassi_59.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-02-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第60号 / Mizue No.60,00068531,http://mizue.bookarchive.jp/sassi/sassi_60.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-03-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第61号 / Mizue No.61,00068533,http://mizue.bookarchive.jp/sassi/sassi_61.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-04-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第62号 / Mizue No.62,00068535,http://mizue.bookarchive.jp/sassi/sassi_62.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-05-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第63号 / Mizue No.63,00068537,http://mizue.bookarchive.jp/sassi/sassi_63.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-06-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第64号 / Mizue No.64,00068539,http://mizue.bookarchive.jp/sassi/sassi_64.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-07-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第65号 / Mizue No.65,00068541,http://mizue.bookarchive.jp/sassi/sassi_65.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-08-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第66号 / Mizue No.66,00068543,http://mizue.bookarchive.jp/sassi/sassi_66.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-09-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第67号 / Mizue No.67,00068545,http://mizue.bookarchive.jp/sassi/sassi_67.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-10-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第68号 / Mizue No.68,00068547,http://mizue.bookarchive.jp/sassi/sassi_68.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-11-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第69号 / Mizue No.69,00068549,http://mizue.bookarchive.jp/sassi/sassi_69.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-11-20,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第70号 / Mizue No.70,00068551,http://mizue.bookarchive.jp/sassi/sassi_70.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1910-12-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第71号 / Mizue No.71,00068553,http://mizue.bookarchive.jp/sassi/sassi_71.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-01-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第72号 / Mizue No.72,00068555,http://mizue.bookarchive.jp/sassi/sassi_72.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-02-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第73号 / Mizue No.73,00068557,http://mizue.bookarchive.jp/sassi/sassi_73.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-03-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第74号 / Mizue No.74,00068559,http://mizue.bookarchive.jp/sassi/sassi_74.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-04-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第75号 / Mizue No.75,00068561,http://mizue.bookarchive.jp/sassi/sassi_75.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-05-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第76号 / Mizue No.76,00068563,http://mizue.bookarchive.jp/sassi/sassi_76.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-06-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第77号 / Mizue No.77,00068565,http://mizue.bookarchive.jp/sassi/sassi_77.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-07-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
